#OBSTEMP,8
#CONFIGTEMP,19
#EQUINOX,J2000.0
#CENTRE,17 59 50.53,-21 56 46.8 #Field centre
#UTTIME,14 00 00.00 #Target observing time
#UTDATE,2021 07 10 #Target observing date
#PLATEID,a test_plateID
#LABEL,270_m20_comissioning Tile 000
#TILING_DATE,2021 06 10 # Date the tile was created/configured
#PROXIMITY,220 # tiling proximity value in arcseconds
probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,pmRA,pmDEC,Re,GAL_MU_E_R,Mstar,priority,remaining_observations,Tile_number,COMPLETED,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,Position,fibre_type,fraction_plate_radius_X,fraction_plate_radius_Y,grads,gangs,gazAngs,gangs_gazAng,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientati,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
11.0,4070310269852200960,-81.5394293209547,-48.217230391374244,94.73199888243731,2.00084797914623,0.533719415346931,1.4671285637993,269.5834,-22.1523,15.9807996749878,15.270899772644,14.945300102233901,14.785499572753901,14.672599792480499,15.285328,15.852201999999998,14.5758915,-0.101218364630811,-8.22537711052089,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-85233.96285715059,-46545.705469387314,1.0,-81556.75,-48193.86,NA,P,-0.3608705752212391,-0.213247168141593,NA,NA,NA,NA,rectangular_magnet,R11,1.0,I,11.0,O,155.35985534764126,1.4671285637993001,circular_magnet,Gre,1.0,TL,0.028463680639999975,0.006
12.0,4070786019119677696,-115.62890629434727,142.87247435101608,183.789762127754,0.35701589105879605,-0.890608014184338,1.24762390524313,269.43588,-21.341381,19.1966991424561,16.9062995910645,15.5346002578735,14.7211999893188,14.204199790954599,16.18158,18.092968,14.840357,-0.544367744841586,-2.7381211830061503,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-118573.482857147,136721.98853061302,1.0,-115592.63,142888.14,NA,P,-0.5114718141592921,0.632248407079646,NA,NA,NA,NA,rectangular_magnet,R12,1.0,I,12.0,P,-110.45550377677118,1.24762390524313,circular_magnet,Yel,1.0,TL,0.03946368063999998,0.002
13.0,4070803366455413120,7.870015276642187,179.20162748654116,179.381339628083,2.80279376811001,4.66872402180796,4.41725505348163,269.9961,-21.188047,16.805400848388697,15.7791004180908,15.2138004302979,14.8505001068115,14.6316003799438,15.678346,16.52134,14.720115,-0.0769731097264878,0.7362187368019331,1.0,19.0,-99.0,1.0,1.0,-999.0,False,8036.237142856071,171375.472530613,1.0,7830.19,179210.36,NA,P,0.0346468584070796,0.7929661946902651,NA,NA,NA,NA,rectangular_magnet,R13,1.0,I,13.0,Q,109.41174624172797,4.41725505348163,circular_magnet,Yel,1.0,TR,0.04046368063999998,0.005
14.0,4070374733059043328,-149.2203998350083,-12.658672500027308,149.747591653481,-1.2163331284569,0.0847411440280905,4.98211103469459,269.27603,-21.998802,17.3047008514404,15.392200469970698,14.332900047302198,13.6753997802734,13.2862997055054,14.971991,16.493714999999998,13.741746,-0.7801035475207759,2.32074228863185,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-154699.582857149,-11855.1574693875,1.0,-149210.24,-12674.6,NA,P,-0.660222300884956,-0.0560823008849557,NA,NA,NA,NA,rectangular_magnet,R14,1.0,I,14.0,R,-20.30924525747548,4.98211103469459,circular_magnet,Yel,1.0,TR,0.018463680639999976,0.004
15.0,4069517281448887296,-123.60519660457885,-176.57189799473664,215.550252257965,2.76120629435278,0.959836139501754,1.80137015485103,269.39813,-22.686243,19.172800064086896,17.614000320434602,16.665899276733402,16.0573997497559,15.6326999664307,17.271176999999998,18.575903,16.08504,-1.04601631773509,-2.85883998054595,1.0,19.0,-99.0,1.0,1.0,-999.0,False,-127104.982857151,-167216.823469387,1.0,-123651.31,-176556.69,NA,P,-0.5471296902654871,-0.7812242920353979,NA,NA,NA,NA,rectangular_magnet,R15,1.0,I,15.0,S,111.79453296862778,1.8013701548510301,circular_magnet,Mag,1.0,TL,0.04846368063999998,0.003
16.0,4070741969933367808,122.19813535658548,140.1142684539702,185.89180403714695,2.7883600291328,3.99542281979473,5.07612251651766,270.51465,-21.35345,19.7812995910645,17.9543991088867,16.887300491333,16.2089004516602,15.7676000595093,17.563288,19.180916,16.324425,-2.40453034965252,-5.4702641698194014,1.0,19.0,-99.0,1.0,1.0,-999.0,False,125228.53714285699,133994.394530613,1.0,122149.65,140125.75,NA,P,0.54048517699115,0.6200254424778759,NA,NA,NA,NA,rectangular_magnet,R16,1.0,I,16.0,T,110.2387385677149,5.07612251651766,circular_magnet,Yel,1.0,TR,0.04946368063999998,0.006
17.0,4069530892218830976,15.2725137774722,-151.05603684083638,151.816260796169,1.3660423464420102,1.67153795120421,5.977689702417378,270.0308,-22.588282,18.0126991271973,16.817699432373,16.1051998138428,15.6646995544434,15.3379001617432,16.661917000000006,17.689332999999994,15.651695000000002,0.6955421991138271,-1.34664146885152,1.0,19.0,-99.0,1.0,1.0,-999.0,False,15878.437142853001,-145077.637469387,1.0,15268.36,-151046.53,NA,P,0.0675591150442478,-0.6683474778761059,NA,NA,NA,NA,rectangular_magnet,R17,1.0,I,17.0,E,-168.26846108727474,5.977689702417378,circular_magnet,Yel,1.0,TR,0.008463680639999974,0.006
18.0,4070797009903609728,0.5678950481935201,141.86613962724354,141.87806506637898,0.146042582510976,4.70816604584943,1.72106184384114,269.9633,-21.342342,17.4881992340088,16.1422996520996,15.3149003982544,14.767200469970698,14.4310998916626,15.872929999999998,17.041113,14.7696295,0.21057655797091504,0.8595809679786851,1.0,19.0,-99.0,1.0,1.0,-999.0,False,623.437142854073,136504.802530613,1.0,599.14,141876.8,NA,P,0.00265106194690265,0.627773451327434,NA,NA,NA,NA,rectangular_magnet,R18,1.0,I,18.0,F,-98.36762360707024,1.72106184384114,circular_magnet,Gre,1.0,TL,0.03246368063999998,0.006
19.0,4069560269795495680,27.080902924253028,-51.94551695504288,58.54548692121021,1.4164792956746497,2.05168144739237,5.64798315546187,270.08606000000003,-22.16911,16.8967990875244,16.670799255371097,16.6462001800537,16.6203002929688,16.5793991088867,16.647326,16.822784,16.25248,-10.2662045716186,-1.53193570940034,NA,NA,NA,1.0,NA,NA,NA,28367.1971428604,-50344.765469387195,0.0,27081.04,-51905.6,NA,P,0.119827610619469,-0.22967079646017705,NA,NA,NA,NA,rectangular_magnet,R19,1.0,I,19.0,H,-171.15828540982105,5.64798315546187,circular_magnet,Blu,1.0,TR,0.03946368063999998,0.006
20.0,4070718497904347904,22.666807839603262,80.29955164642614,83.4255982316279,3.32838464684842,4.43739216459886,5.174177789429139,270.06494,-21.60233,16.5198993682861,16.2612991333008,16.1679992675781,16.1026992797852,16.064800262451197,16.190025,16.426561,15.75585,-9.853357510547973,-5.682016407290679,NA,NA,NA,1.0,NA,NA,NA,23594.077142848397,77747.5145306132,0.0,22653.71,80290.97,NA,P,0.100237654867257,0.355269778761062,NA,NA,NA,NA,rectangular_magnet,R20,1.0,I,20.0,U,79.29760713944472,5.174177789429139,circular_magnet,Blu,1.0,RO,0.014463680639999974,0.006
21.0,4069976464991195136,-204.16004787142214,18.04712028414422,NA,NA,NA,NA,270.5328,-21.684666,NA,11.4086999893188,NA,NA,NA,NA,NA,NA,-3.2654640843057203,-7.415709419425781,NA,NA,NA,NA,NA,NA,NA,129330.437142855,59139.5785306128,2.0,124888.6,61234.03,NA,G,NA,NA,204.950160483433,4.623816408546401,-0.0880630145475187,4.71187942309392,rectangular_magnet,R21,1.0,I,21.0,GS1,5.074834546953298,4.71187942309392,circular_magnet,Mag,1.0,TR,0.021463680639999975,0.006
22.0,4069926815170942336,163.02092151574482,97.60850691921797,NA,NA,NA,NA,270.56815,-22.088623,NA,11.425900459289599,NA,NA,NA,NA,NA,NA,-22.8226772463412,-7.172102010912662,NA,NA,NA,NA,NA,NA,NA,137319.537142854,-32154.703469387598,2.0,132203.79,-33664.03,NA,G,NA,NA,190.032744212821,5.95183198687453,3.68098903405165,2.27084295282288,rectangular_magnet,R22,1.0,I,22.0,GS2,-71.01485321887394,2.27084295282288,circular_magnet,Yel,1.0,RO,0.030463680639999977,0.006
23.0,4070368376505816064,133.37805126866513,-52.07415312694311,NA,NA,NA,NA,269.03455,-21.86783,NA,11.5804996490479,NA,NA,NA,NA,NA,NA,0.8017742879701341,0.329035572537338,NA,NA,NA,NA,NA,NA,NA,-209274.06285714105,17744.5145306133,2.0,-204155.97,18025.21,NA,G,NA,NA,143.18728496862602,0.9166146041076751,2.76961711501476,4.4301827962725,rectangular_magnet,R23,1.0,I,23.0,GS3,-142.5181482554243,4.4301827962725,circular_magnet,Gre,1.0,TR,0.03546368063999998,0.006
24.0,4070297316229990912,-27.241490517640617,-34.343419239618115,NA,NA,NA,NA,269.2731,-22.209093,NA,11.681400299072301,NA,NA,NA,NA,NA,NA,0.41975269870747706,0.26229035280156,NA,NA,NA,NA,NA,NA,NA,-155361.762857147,-59380.9234693871,2.0,-149969.17,-62260.82,NA,G,NA,NA,43.8190005464958,1.7119100795655102,0.900305794249485,0.8116042853160229,rectangular_magnet,R24,1.0,I,24.0,GS4,171.91477753499146,0.8116042853160229,circular_magnet,Blu,1.0,TL,0.008463680639999974,-0.015
25.0,4070769865709852288,-56.83075253038362,187.3301267397922,NA,NA,NA,NA,269.6652,-21.428143,NA,11.9498996734619,NA,NA,NA,NA,NA,NA,-2.2870388474542405,-7.06313497192834,NA,NA,NA,NA,NA,NA,NA,-66747.1628571407,117113.776530613,2.0,-64538.59,121574.43,NA,G,NA,NA,195.751417243971,0.32337502022487,-1.2763495118804198,1.5997245321052802,rectangular_magnet,R25,1.0,I,25.0,GS5,-108.52802385884243,1.5997245321052802,circular_magnet,Yel,1.0,TL,0.019463680639999974,-0.01
26.0,4069985226725356160,124.84344077264822,-18.36019889763239,NA,NA,NA,NA,270.70035,-21.532795,NA,12.6087999343872,NA,NA,NA,NA,NA,NA,-4.714457905872731,-2.73456157274179,NA,NA,NA,NA,NA,NA,NA,167196.737142856,93462.4245306128,2.0,163051.68,97604.27,NA,G,NA,NA,126.17470147659999,4.2176272559695285,2.99518145484161,1.2224458011279198,rectangular_magnet,R26,1.0,I,26.0,GS6,28.34775867360344,1.2224458011279198,circular_magnet,Gre,1.0,TL,0.05046368063999998,0.006
NA,Sky-A1-1,-226.46104,82.44066,NA,NA,NA,NA,268.94594920000003,-21.599770342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-226461.04,82440.66,1.0,S,-1.00204,0.364781681415929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A1-2,-222.23219,93.24117,NA,NA,NA,NA,268.9651884,-21.554891095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-222232.19,93241.17,1.0,S,-0.9833282743362829,0.41257154867256607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A1-3,-217.48859,103.8257,NA,NA,NA,NA,268.9867157,-21.510921595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-217488.59,103825.7,1.0,S,-0.9623388938053101,0.45940575221238894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A1-4,-212.24121,114.16975,NA,NA,NA,NA,269.01047989999995,-21.467962924000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-212241.21,114169.75,1.0,S,-0.9391203982300891,0.505175884955752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A1-5,-206.50222,124.24933999999999,NA,NA,NA,NA,269.0364244,-21.426113918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-206502.22,124249.34,1.0,S,-0.9137266371681421,0.5497758407079649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A1-6,-200.2849,134.04112,NA,NA,NA,NA,269.0644881,-21.385470713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-200284.9,134041.12,1.0,S,-0.8862163716814159,0.5931023008849561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A1-7,-193.60365,143.52243,NA,NA,NA,NA,269.094605,-21.346126510999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-193603.65,143522.43,1.0,S,-0.8566533185840709,0.635055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A2-1,-3.01251,240.9813,NA,NA,NA,NA,269.9471373,-20.942439366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3012.51,240981.3,1.0,S,-0.0133296902654867,1.0662889380531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A2-2,8.5856,240.84715,NA,NA,NA,NA,269.9988688,-20.943012331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8585.6,240847.15,1.0,S,0.0379893805309735,1.0656953539823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A2-3,20.16382,240.15512,NA,NA,NA,NA,270.05051180000004,-20.945894499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20163.82,240155.12,1.0,S,0.0892204424778761,1.06263327433628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A2-4,31.69534,238.90682,NA,NA,NA,NA,270.1019486,-20.951079175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31695.34,238906.82,1.0,S,0.14024486725663698,1.0571098230088498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A2-5,43.15344,237.10512999999997,NA,NA,NA,NA,270.1530626,-20.958554494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43153.44,237105.13,1.0,S,0.190944424778761,1.04913774336283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A2-6,54.51158,234.75422999999998,NA,NA,NA,NA,270.2037373,-20.968303303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54511.58,234754.23,1.0,S,0.241201681415929,1.0387355309734498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A2-7,65.74346,231.85957000000002,NA,NA,NA,NA,270.25385760000006,-20.980303278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65743.46,231859.57,1.0,S,0.29090026548672604,1.02592730088496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A3-1,231.67752000000002,66.38214,NA,NA,NA,NA,270.998359,-21.666800131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231677.52,66382.14,1.0,S,1.0251217699115,0.293726283185841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A3-2,234.60313,55.158280000000005,NA,NA,NA,NA,271.0117738,-21.713446624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234603.13,55158.28,1.0,S,1.03806694690265,0.24406318584070802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A3-3,236.98531,43.80666,NA,NA,NA,NA,271.0227657,-21.760636411999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236985.31,43806.66,1.0,S,1.04860756637168,0.19383477876106198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A3-4,238.81857000000002,32.35357,NA,NA,NA,NA,271.03130719999996,-21.808260740999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238818.57,32353.57,1.0,S,1.05671933628319,0.14315738938053102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A3-5,240.09865,20.82553,NA,NA,NA,NA,271.0373765,-21.856209784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240098.65,20825.53,1.0,S,1.06238340707965,0.0921483628318584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A3-6,240.82258,9.249260000000001,NA,NA,NA,NA,271.0409572,-21.90437277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240822.58,9249.26,1.0,S,1.06558663716814,0.0409259292035398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A3-7,240.98869,2.34844,NA,NA,NA,NA,271.04190239999997,-21.933090003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240988.69,2348.44,1.0,S,1.0663216371681399,0.0103913274336283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A4-1,210.21182000000002,-117.86456000000001,NA,NA,NA,NA,270.90691760000004,-22.434152008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210211.82,-117864.56,1.0,S,0.930140796460177,-0.521524601769911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A4-2,204.2974,-127.84223,NA,NA,NA,NA,270.88054900000003,-22.475811798000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204297.4,-127842.23,1.0,S,0.903970796460177,-0.565673584070796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A4-3,197.90977,-137.52376999999998,NA,NA,NA,NA,270.85202749999996,-22.516246248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197909.77,-137523.77,1.0,S,0.875706946902655,-0.608512256637168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Sky-A4-4,191.06371000000001,-146.88676999999998,NA,NA,NA,NA,270.821418,-22.555360882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191063.71,-146886.77,1.0,S,0.8454146460176991,-0.649941460176991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
